IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
192.168.1.32,50407,192.168.1.169,39956,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,51665,192.168.1.194,1310,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,33459,192.168.1.193,301,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.38,45375,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,9152,1,3248,0
192.168.1.35,58130,176.28.50.165,80,6,7.0,1867,7,590,5,27,27,27,4294951,16,0,64,64,1500,52,52,1500,1867.0,590.0,0,0,0,0,872000,4720000,10,0,1,0,1,29200,5792,0,0,0,0,0,0
192.168.1.32,45917,192.168.1.180,1972,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.190,16967,205.251.195.199,53,17,5.178,73,1,345,1,0,0,0,0,0,0,0,0,345,73,73,345,73.0,345.0,0,0,0,0,584000,2760000,1,0,1,0,0,0,0,0,0,808,28,3617,0
192.168.1.32,42504,192.168.1.1,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,21280,28,0,0
192.168.1.194,80,192.168.1.38,38236,6,7.0,180,3,156,3,18,18,16,4294952,15,15,64,64,60,52,52,60,180.0,156.0,0,0,0,0,88000,72000,6,0,0,0,0,5792,229,0,0,0,0,0,0
192.168.1.32,48850,192.168.1.195,80,6,7.0,180,4,132,3,19,19,19,0,0,0,64,64,60,40,40,60,180.0,132.0,0,0,0,0,1440000,1056000,7,0,0,0,0,29200,65535,0,0,0,0,0,0
192.168.1.34,45163,192.168.1.180,5802,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,37779,192.168.1.186,8431,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.39,58811,192.168.1.1,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,51279,1,13,0
192.168.1.31,52046,192.168.1.184,443,6,0.0,1070,10,5812,18,27,26,27,4294452,437,515,64,64,1406,52,52,1406,164906.0,1125700.0,0,0,3537,9,80000,264000,14,2,11,0,1,29200,28960,0,0,0,0,0,0
192.168.1.32,40437,192.168.1.180,46733,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.195,443,192.168.1.31,49873,6,91.0,44,1,0,0,18,18,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,64240,0,0,0,0,0,0,0
192.168.1.35,60656,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,46995,1,1236,0
172.17.0.7,53676,192.168.1.190,53,17,0.0,138,2,234,2,0,0,0,0,0,0,64,64,117,69,69,117,138.0,234.0,0,0,0,0,1104000,1872000,4,0,0,0,0,0,0,0,0,60526,1,604800,0
192.168.1.34,37667,192.168.1.195,4125,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,64481,192.168.1.186,7019,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,5091,192.168.1.195,5091,6,0.0,4000,100,0,0,2,2,0,0,0,0,71,71,40,40,0,40,4000.0,0.0,0,0,0,0,32000000,0,100,0,0,0,0,74,0,0,0,0,0,0,0
192.168.1.152,48265,192.168.1.32,32572,6,0.0,40,1,0,0,20,20,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.31,38594,192.168.1.184,443,6,91.0,164,3,52,1,19,18,17,4294545,422,0,64,64,60,52,52,60,11252.0,52.0,0,0,0,0,8000,416000,4,0,0,0,0,29200,227,0,0,0,0,0,0
192.168.1.35,59156,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,19843,1,2519,0
192.168.1.31,44464,192.168.1.193,8001,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,36611,192.168.1.1,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,42913,28,0,0
192.168.1.32,46204,192.168.1.195,80,6,7.0,240,4,0,0,2,2,0,4294920,47,0,64,64,60,60,0,60,240.0,0.0,0,0,0,0,40000,0,4,0,0,0,0,29200,0,0,0,0,0,0,0
192.168.1.31,52484,192.168.1.184,80,6,7.0,488,6,323,4,27,27,27,0,0,0,64,64,220,52,52,220,488.0,323.0,0,0,0,0,3904000,2584000,8,2,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.36,44734,192.168.1.152,80,6,7.0,512,5,3760,6,27,26,27,0,0,0,64,64,1500,52,52,1500,512.0,3760.0,0,0,0,0,4096000,30080000,7,0,1,1,2,29200,28960,0,0,0,0,0,0
192.168.1.31,55013,192.168.1.193,8733,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,44625,192.168.1.49,3005,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,54647,192.168.1.195,25641,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,52091,192.168.1.180,5555,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,42290,192.168.1.49,1723,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,60364,192.168.1.49,1352,6,150.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,47433,192.168.1.194,32249,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,57633,192.168.1.152,11111,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.39,41703,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,32703,1,3564,0
192.168.1.31,54875,192.168.1.194,1145,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,49682,192.168.35.220,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,17147,192.168.1.186,52218,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,62483,192.168.1.186,2010,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,46064,192.168.1.184,443,6,91.0,164,3,112,2,19,18,19,4294857,110,110,64,64,60,52,52,60,164.0,112.0,0,0,0,0,8000,8000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.39,57354,176.28.50.165,80,6,7.0,680,6,538,4,27,27,27,0,0,0,64,64,412,52,52,412,680.0,538.0,0,0,0,0,5440000,4304000,8,0,2,0,0,29200,5792,0,0,0,0,0,0
192.168.1.32,4669,192.168.1.195,10693,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,41141,192.168.1.195,10629,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,49764,192.168.1.194,80,6,7.0,268,5,240,4,18,18,18,4294936,31,31,64,64,60,52,52,60,268.0,240.0,0,0,0,0,64000,56000,9,0,0,0,0,29200,5792,0,0,0,0,0,0
192.168.1.30,17604,192.168.1.190,41532,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,37251,192.168.1.46,9009,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,38842,192.168.1.184,80,6,7.0,519,6,323,4,27,27,27,0,0,0,64,64,251,52,52,251,519.0,323.0,0,0,0,0,4152000,2584000,8,2,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.38,47086,192.168.1.184,443,6,91.0,276,5,224,4,19,18,19,4294764,172,203,64,64,60,52,52,60,276.0,224.0,0,0,0,0,8000,8000,9,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.31,33202,192.168.1.190,80,6,7.0,112,2,60,1,18,18,18,0,0,0,64,64,60,52,52,60,112.0,60.0,0,0,0,0,896000,480000,3,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,2951,192.168.1.195,38626,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.35,56578,192.168.1.1,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,14848,28,0,0
192.168.1.31,38584,176.28.50.165,21,6,1.0,4,1,84,1,24,24,0,0,0,0,64,64,105,52,52,105,459.0,459.0,0,0,0,0,2744000,3024000,14,0,0,0,0,0,46,0,0,0,0,0,331
192.168.1.39,33684,192.168.1.1,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,56530,28,0,0
192.168.1.32,55667,192.168.1.180,60311,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,37765,192.168.1.193,2381,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,5566,192.168.1.195,58940,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.184,443,192.168.1.38,55411,6,91.0,52,1,52,1,17,17,16,0,0,0,0,0,52,52,52,52,52.0,52.0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0
192.168.1.39,4898,192.168.1.190,4898,6,0.0,4000,100,0,0,2,2,0,0,0,0,234,234,40,40,0,40,4000.0,0.0,0,0,0,0,32000000,0,100,0,0,0,0,1641,0,0,0,0,0,0,0
192.168.1.32,41608,192.168.1.195,80,6,7.0,1051,16,3072,14,27,27,27,4294561,406,406,64,64,1500,40,40,1500,1051.0,3072.0,126,1,0,0,16000,56000,26,0,2,1,1,29200,65535,32256,126,0,0,0,0
192.168.1.32,58431,192.168.1.195,5925,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,41875,192.168.1.186,726,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,53912,18.194.169.124,80,6,7.0,4097,8,2065,6,27,27,27,0,0,0,64,64,1500,52,52,1500,4097.0,2065.0,0,0,0,0,32776000,16520000,9,0,1,1,3,29200,26847,0,0,0,0,0,0
192.168.1.32,46910,192.168.1.193,16412,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,40121,192.168.1.49,1092,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,48264,176.28.50.165,80,6,7.0,677,6,538,4,27,27,27,0,0,0,64,64,409,52,52,409,677.0,538.0,0,0,0,0,5416000,4304000,8,0,2,0,0,29200,5792,0,0,0,0,0,0
192.168.1.31,34632,192.168.1.184,80,6,7.0,442,5,323,4,27,26,27,4294935,32,32,64,64,226,52,52,226,442.0,323.0,0,0,0,0,104000,72000,7,2,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,34463,192.168.1.180,1002,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,56876,192.168.1.184,443,6,91.0,112,2,60,1,18,18,18,0,0,0,64,64,60,52,52,60,112.0,60.0,0,0,0,0,896000,480000,3,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,43570,192.168.1.195,80,6,7.0,661,10,2274,9,27,27,27,4294780,187,187,64,64,1500,40,40,1500,661.0,2274.0,0,0,0,0,24000,96000,16,0,2,0,1,29200,65535,0,0,0,0,0,0
192.168.1.32,46984,192.168.1.195,80,6,7.0,526,10,2393,9,27,27,27,4294780,187,187,64,64,1500,40,40,1500,346180.0,2261132.0,0,0,0,0,1864000,9360000,17,0,0,1,1,29200,65535,0,0,0,0,0,0
192.168.1.32,61971,192.168.1.169,17153,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.36,54538,192.168.1.195,80,6,7.0,524,6,2864,5,27,27,27,0,0,0,64,64,1500,40,40,1500,524.0,2864.0,0,0,0,0,4192000,22912000,8,0,1,0,2,29200,65535,0,0,0,0,0,0
192.168.1.39,50458,192.168.1.1,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,37666,28,0,0
192.168.1.30,41230,192.168.35.70,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,50526,192.168.1.49,3283,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,59635,192.168.1.193,7800,6,0.0,44,1,40,1,22,2,20,4294951,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,62533,192.168.1.190,2160,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,49350,192.168.1.193,4998,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.36,48750,192.168.1.195,80,6,7.0,490,5,696,4,27,27,27,0,0,0,64,64,564,40,40,564,490.0,696.0,0,0,0,0,3920000,5568000,7,0,1,1,0,29200,65535,0,0,0,0,0,0
192.168.1.31,61417,192.168.1.169,2718,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.195,52577,192.168.1.79,9197,6,7.0,400,5,3770,7,27,27,27,0,0,0,128,128,1500,40,40,1500,400.0,3770.0,0,0,0,0,3200000,30160000,8,1,0,1,2,64240,29200,0,0,0,0,0,0
192.168.1.31,64468,192.168.1.190,37,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.180,46865,192.168.1.190,53,17,0.0,59,1,134,1,0,0,0,0,0,0,0,0,134,59,59,134,59.0,134.0,0,0,0,0,472000,1072000,1,1,0,0,0,0,0,0,0,37255,1,5870,0
192.168.1.30,50166,192.168.1.169,41735,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.36,43788,192.168.1.195,80,6,7.0,458,5,2163,5,27,27,27,0,0,0,64,64,1500,40,40,1500,458.0,2163.0,0,0,0,0,3664000,17304000,7,0,1,1,1,29200,65535,0,0,0,0,0,0
192.168.1.31,33314,192.168.1.1,53,17,0.0,63,1,95,1,0,0,0,0,0,0,0,0,95,63,63,95,63.0,95.0,0,0,0,0,504000,760000,2,0,0,0,0,0,0,0,0,8451,1,29,0
192.168.1.35,40904,192.168.1.152,80,6,7.0,888,5,751,5,27,27,27,0,0,0,64,64,672,52,52,672,888.0,751.0,0,0,0,0,7104000,6008000,8,0,0,2,0,29200,28960,0,0,0,0,0,0
192.168.1.31,62843,192.168.1.169,4126,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,41102,192.168.1.1,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,54181,1,0,0
192.168.1.31,42319,192.168.1.49,1494,6,132.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,56815,192.168.1.169,1000,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,62128,192.168.1.194,1148,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,45514,192.168.1.190,80,6,7.0,2752,7,1460,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2752.0,1460.0,0,0,0,0,22016000,11680000,8,0,0,1,2,29200,28960,0,0,0,0,0,0
192.168.1.30,34240,192.168.1.184,443,6,0.0,1716,14,10760,32,27,26,27,4294733,171,234,64,64,1406,52,52,1406,1716.0,10760.0,0,0,6498,18,72000,360000,18,5,21,0,2,29200,28960,0,0,0,0,0,0
192.168.1.31,47943,192.168.1.79,2718,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,46882,192.168.35.141,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.39,51572,192.168.1.195,80,6,7.0,3180,6,4599,5,26,18,26,0,0,0,64,64,1500,40,40,1500,3180.0,4599.0,0,0,0,0,25440000,36792000,6,0,0,0,5,29200,65535,0,0,0,0,0,0
192.168.1.184,443,192.168.1.31,48114,6,91.0,505,3,164,3,27,27,18,4294686,281,63,64,64,393,52,52,393,505.0,164.0,0,0,0,0,8000,16000,5,0,1,0,0,28960,29200,0,0,0,0,0,0
192.168.1.31,54970,192.168.1.184,443,6,91.0,276,5,172,3,19,18,19,4294389,578,578,64,64,60,52,52,60,164112.0,11260.0,0,0,0,0,8000,8000,8,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,42934,192.168.35.154,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,53518,192.168.1.46,1277,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,65203,192.168.1.193,42584,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.184,443,192.168.1.30,49046,6,0.0,5172,18,1038,10,27,27,26,4294357,610,610,64,64,1406,52,52,1406,511260.0,926112.0,2961,9,0,0,88000,16000,14,2,11,0,1,28960,29200,37120,145,0,0,0,0
192.168.1.34,62864,192.168.1.49,3945,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.38,32832,192.168.1.184,443,6,91.0,276,5,224,4,19,18,19,4294811,156,156,64,64,60,52,52,60,276.0,224.0,0,0,0,0,8000,8000,9,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,53173,192.168.1.194,2206,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,47044,192.168.35.127,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,11499,192.168.1.152,49846,6,0.0,48,1,80,2,22,2,20,0,0,0,0,0,48,40,40,48,48.0,80.0,0,0,0,0,384000,640000,3,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,40794,192.168.1.195,9000,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,48450,192.168.1.152,80,6,7.0,164,3,112,2,19,18,19,4294951,16,16,64,64,60,52,52,60,164.0,112.0,0,0,0,0,72000,48000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,27735,192.168.1.152,7754,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,8042,192.168.1.194,22,6,92.0,100,2,60,1,22,6,18,0,0,0,64,64,60,40,40,60,100.0,60.0,0,0,0,0,800000,480000,3,0,0,0,0,5840,5792,0,0,0,0,0,0
192.168.1.32,38781,192.168.1.194,2394,6,0.0,44,1,40,1,22,2,20,4294952,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,45811,192.168.1.152,3,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,36162,192.168.1.190,993,6,91.51,320,5,223,4,31,30,27,0,0,0,64,64,104,52,52,104,320.0,223.0,0,0,0,0,2560000,1784000,9,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.1,51884,192.168.1.195,60108,17,0.0,629,2,0,0,0,0,0,0,0,0,64,64,319,310,0,319,629.0,0.0,0,0,0,0,5032000,0,0,0,2,0,0,0,0,0,0,0,0,0,0
192.168.1.31,48821,192.168.1.169,3322,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,53802,192.168.35.132,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
