IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
192.168.1.31,61639,192.168.1.46,3269,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.39,36941,192.168.1.1,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,53581,28,0,0
192.168.1.31,60782,192.168.1.49,1233,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,49862,192.168.1.184,443,6,91.0,112,2,60,1,18,18,18,0,0,0,64,64,60,52,52,60,112.0,60.0,0,0,0,0,896000,480000,3,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,55416,192.168.1.152,34832,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,34378,192.168.1.180,1011,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,40098,192.168.1.195,80,6,7.0,3941,8,4072,7,27,27,27,0,0,0,64,64,1500,40,40,1500,3941.0,4072.0,0,0,0,0,31528000,32576000,9,0,0,2,4,29200,65535,0,0,0,0,0,0
172.17.0.7,57082,192.168.1.190,53,17,0.0,118,2,268,2,0,0,0,0,0,0,64,64,134,59,59,134,118.0,268.0,0,0,0,0,944000,2144000,2,2,0,0,0,0,0,0,0,64860,1,9650,0
192.168.1.184,443,192.168.1.30,58486,6,91.0,5389,17,520,5,27,27,26,4294732,235,0,64,64,1406,52,52,1406,5389.0,520.0,2961,9,0,0,176000,4160000,8,2,11,0,1,28960,29200,37120,145,0,0,0,0
192.168.1.30,24566,192.168.1.195,33207,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,45103,192.168.1.186,464,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,33526,192.168.1.180,2513,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,37886,192.168.1.194,80,6,7.0,216,4,180,3,18,18,18,4294951,16,16,64,64,60,52,52,60,216.0,180.0,0,0,0,0,96000,80000,7,0,0,0,0,29200,5792,0,0,0,0,0,0
192.168.1.30,43394,192.168.1.184,80,6,7.0,519,6,323,4,27,27,27,0,0,0,64,64,251,52,52,251,519.0,323.0,0,0,0,0,4152000,2584000,8,2,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.30,55461,192.168.1.1,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,60602,1,0,0
192.168.1.36,36002,192.168.1.152,80,6,7.0,3740,8,1810,5,27,27,27,0,0,0,64,64,1500,52,52,1500,3740.0,1810.0,0,0,0,0,29920000,14480000,8,1,1,0,3,29200,28960,0,0,0,0,0,0
192.168.1.39,43994,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,44923,1,2053,0
192.168.1.30,46056,192.168.1.194,7019,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,44464,192.168.1.49,8383,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.34,52012,192.168.1.194,1107,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.190,23892,192.33.14.30,53,17,0.0,68,1,673,1,0,0,0,0,0,0,0,0,673,68,68,673,68.0,673.0,0,0,0,0,544000,5384000,1,0,0,1,0,0,0,0,0,29479,28,172800,0
192.168.1.31,61038,192.168.1.79,50003,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.34,57628,192.168.1.180,49163,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.34,63055,192.168.1.152,3827,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,35610,192.168.1.1,53,17,0.0,65,1,0,0,0,0,0,0,0,0,0,0,65,65,0,65,65.0,0.0,0,0,0,0,520000,0,1,0,0,0,0,0,0,0,0,58460,28,0,0
192.168.1.35,38814,192.168.1.195,80,6,7.0,4040,8,4105,7,27,27,27,4294963,4,4,64,64,1500,40,40,1500,4040.0,4105.0,0,0,0,0,6464000,6568000,9,0,0,2,4,29200,65535,0,0,0,0,0,0
192.168.1.35,55692,52.28.231.150,80,6,7.178,3010,7,1668,5,27,27,27,0,0,0,64,64,1500,52,52,1500,3010.0,1668.0,0,0,0,0,24080000,13344000,9,0,0,0,3,29200,26847,0,0,0,0,0,0
192.168.1.31,43349,192.168.1.152,211,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,48594,192.168.1.190,80,6,7.0,423,5,921,5,27,27,27,0,0,0,64,64,705,52,52,705,423.0,921.0,0,0,0,0,3384000,7368000,8,1,0,1,0,29200,28960,0,0,0,0,0,0
192.168.1.184,443,192.168.1.30,54798,6,91.0,313,5,328,6,27,27,18,4294295,672,484,64,64,89,52,52,89,201112.0,164164.0,0,0,0,0,416000,16000,11,0,0,0,0,28960,29200,0,0,0,0,0,0
192.168.1.35,60158,52.28.231.150,80,6,7.178,3377,8,1825,6,27,27,27,0,0,0,64,64,1500,52,52,1500,3377.0,1825.0,0,0,0,0,27016000,14600000,11,0,0,0,3,29200,26847,0,0,0,0,0,0
192.168.1.30,61642,192.168.1.186,42,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,44262,192.168.1.195,443,6,0.0,272,5,139,3,31,30,27,0,0,0,64,64,92,40,40,92,272.0,139.0,0,0,0,0,2176000,1112000,8,0,0,0,0,29200,65535,0,0,0,0,0,0
192.168.1.31,51074,192.168.1.180,13456,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,53319,192.168.1.180,5631,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,51106,192.168.1.49,6646,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,57341,192.168.1.169,8654,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.38,41598,192.168.1.194,80,6,7.0,380,7,300,5,18,18,18,4294873,94,94,64,64,60,52,52,60,380.0,300.0,0,0,0,0,32000,24000,12,0,0,0,0,29200,5792,0,0,0,0,0,0
192.168.1.31,34738,192.168.35.68,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.180,40956,192.0.32.59,43,6,0.0,284,5,806,5,27,27,27,0,0,0,63,63,590,52,52,590,284.0,806.0,0,0,0,0,2272000,6448000,9,0,0,1,0,65535,14616,0,0,0,0,0,0
192.168.1.32,33324,192.168.1.195,80,6,7.0,930,14,2432,11,27,27,27,4294592,375,375,64,64,1018,40,40,1018,930.0,2432.0,0,0,0,0,16000,48000,21,2,0,2,0,29200,65535,0,0,0,0,0,0
192.168.1.39,34755,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,37672,1,2286,0
192.168.1.152,801,192.168.1.31,54581,6,0.0,40,1,0,0,20,20,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.31,47687,192.168.1.180,999,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.36,42738,192.168.1.190,80,6,7.0,216,4,112,2,19,19,19,0,0,0,64,64,60,52,52,60,216.0,112.0,0,0,0,0,1728000,896000,6,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.30,46501,192.168.1.1,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,55605,1,0,0
192.168.1.31,54148,192.168.35.245,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,64507,192.168.1.49,7200,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,44487,192.168.1.195,1311,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,59900,192.168.1.184,443,6,0.0,1115,9,7589,11,31,30,27,0,0,0,64,64,1500,52,52,1500,1115.0,7589.0,0,0,0,0,8920000,60712000,12,1,2,0,5,29200,28960,0,0,0,0,0,0
192.168.1.35,36434,192.168.1.1,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,25558,28,0,0
192.168.1.30,36474,192.168.1.184,443,6,0.0,1102,10,5172,18,27,26,27,4294420,485,547,64,64,1406,52,52,1406,164938.0,1125060.0,0,0,2961,9,104000,288000,14,2,11,0,1,29200,28960,0,0,0,0,0,0
192.168.1.31,39488,192.168.1.194,2043,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,40795,192.168.1.180,1068,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,59797,192.168.1.1,53,17,0.0,52,1,127,1,0,0,0,0,0,0,0,0,127,52,52,127,52.0,127.0,0,0,0,0,416000,1016000,2,0,0,0,0,0,0,0,0,57157,1,86400,0
192.168.1.32,42381,192.168.1.49,32771,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,46666,192.168.1.49,33,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,43692,192.168.1.184,80,6,7.0,525,6,387,4,27,27,27,0,0,0,64,64,257,52,52,257,525.0,387.0,0,0,0,0,4200000,3096000,8,1,1,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,44361,192.168.35.42,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
172.17.0.7,59293,192.168.1.190,53,17,0.0,118,2,268,2,0,0,0,0,0,0,64,64,134,59,59,134,118.0,268.0,0,0,0,0,944000,2144000,2,2,0,0,0,0,0,0,0,54268,1,4767,0
192.168.1.31,59268,192.168.1.184,443,6,91.0,276,5,120,2,18,18,18,4294592,375,375,64,64,60,52,52,60,276.0,120.0,0,0,0,0,0,0,7,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.30,44601,192.168.1.195,4005,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,44509,192.168.1.169,3000,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,45113,192.168.1.49,5001,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,44001,192.168.1.46,28201,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,11134,192.168.1.195,23109,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,39980,192.168.1.190,80,6,7.0,1348,16,7731,19,27,27,27,4294545,422,422,64,64,1500,52,52,1500,435913.0,33984333.0,222,1,0,0,56000,352000,25,5,0,1,4,29200,28960,56832,222,0,0,0,0
192.168.1.32,43755,192.168.35.184,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,36560,192.168.1.184,80,6,7.0,531,6,323,4,27,27,27,0,0,0,64,64,263,52,52,263,531.0,323.0,0,0,0,0,4248000,2584000,8,1,1,0,0,29200,28960,0,0,0,0,0,0
192.168.1.39,40444,192.168.1.1,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,64936,28,0,0
192.168.1.32,52865,192.168.1.49,2967,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.39,59220,176.28.50.165,80,6,7.0,655,6,538,4,27,27,27,0,0,0,64,64,387,52,52,387,655.0,538.0,0,0,0,0,5240000,4304000,8,0,2,0,0,29200,5792,0,0,0,0,0,0
192.168.1.31,44663,192.168.1.152,9593,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,513,192.168.1.152,513,6,0.0,4000,100,4000,100,22,2,20,0,0,0,71,71,40,40,40,40,4000.0,4000.0,0,0,0,0,32000000,32000000,200,0,0,0,0,74,0,0,0,0,0,0,0
192.168.1.39,388,192.168.1.190,388,6,0.0,3960,99,0,0,2,2,0,0,0,0,234,234,40,40,0,40,3960.0,0.0,0,0,0,0,31680000,0,99,0,0,0,0,1641,0,0,0,0,0,0,0
192.168.1.32,34338,192.168.1.1,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,21946,28,0,0
192.168.1.34,36402,192.168.1.194,80,6,7.0,629,9,1520,7,27,26,27,4294748,219,219,64,64,1176,52,52,1176,629.0,1520.0,0,0,0,0,16000,48000,14,1,0,0,1,29200,5792,0,0,0,0,0,0
192.168.1.35,39664,192.168.1.1,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,62303,1,54,0
192.168.1.30,55098,192.168.1.194,80,6,7.0,216,4,180,3,18,18,18,4294936,31,31,64,64,60,52,52,60,16452.0,12060.0,0,0,0,0,1312000,960000,7,0,0,0,0,29200,5792,0,0,0,0,0,0
192.168.1.38,42189,192.168.1.184,443,6,91.0,276,5,172,3,19,18,19,4294732,235,235,64,64,60,52,52,60,276.0,172.0,0,0,0,0,8000,0,8,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.193,59528,192.168.1.33,80,6,7.0,1440,30,1200,30,22,2,20,0,0,0,128,128,48,40,40,48,1440.0,1200.0,0,0,0,0,11520000,9600000,60,0,0,0,0,8192,0,0,0,0,0,0,0
192.168.1.30,59318,192.168.1.169,37815,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.39,48749,192.168.1.1,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,57260,1,23,0
192.168.1.30,47513,192.168.1.194,555,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,47819,192.168.35.181,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.38,31220,192.168.1.194,2915,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,37025,192.168.1.28,3488,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,34222,192.168.1.184,443,6,91.0,164,3,60,1,18,18,18,4294888,79,0,64,64,60,52,52,60,164.0,60.0,0,0,0,0,16000,480000,4,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.30,60562,192.168.1.180,1086,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,37977,192.168.1.169,16055,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,38682,192.168.1.169,1455,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.39,50749,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,35708,1,2236,0
192.168.1.38,47540,192.168.1.184,443,6,0.0,1116,8,2215,8,31,30,27,0,0,0,64,64,1408,52,52,1408,1116.0,2215.0,0,0,0,0,8928000,17720000,11,1,3,0,1,29200,28960,0,0,0,0,0,0
192.168.1.34,33744,192.168.1.152,417,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,38488,192.168.1.195,80,6,7.0,3944,8,4073,7,27,27,27,0,0,0,64,64,1500,40,40,1500,3944.0,4073.0,0,0,0,0,31552000,32584000,9,0,0,2,4,29200,65535,0,0,0,0,0,0
192.168.1.38,52793,192.168.1.184,443,6,91.0,164,3,112,2,19,18,19,4294920,47,47,64,64,60,52,52,60,164.0,112.0,0,0,0,0,24000,16000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,47962,192.168.35.108,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,51888,192.168.1.184,80,6,7.0,1028,12,646,8,27,27,27,4294749,218,218,64,64,268,52,52,268,492536.0,323323.0,0,0,0,0,3872000,2344000,16,3,1,0,0,29200,28960,0,0,0,0,0,0
192.168.1.31,64388,192.168.1.180,1675,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,17380,192.168.1.194,36997,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,40844,192.168.1.195,1309,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,34575,192.168.1.186,48011,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,45554,192.168.1.184,443,6,91.0,224,4,172,3,19,18,19,4294592,375,375,64,64,60,52,52,60,224.0,172.0,0,0,0,0,0,0,7,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,48902,192.168.1.152,35347,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,52695,192.168.1.186,10628,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,42202,192.168.1.195,80,6,7.0,646,11,2261,6,27,27,27,4294936,31,16,64,64,1500,40,40,1500,646.0,2261.0,0,0,0,0,160000,1064000,15,0,0,1,1,29200,65535,0,0,0,0,0,0
192.168.1.31,58621,192.168.1.193,1096,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,36602,192.168.1.152,8180,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,59693,192.168.35.181,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,55385,192.168.1.180,5950,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,64935,192.168.1.152,9593,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,48699,192.168.1.1,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,10611,1,0,0
192.168.1.31,54396,192.168.1.1,53,17,0.0,54,1,54,1,0,0,0,0,0,0,0,0,54,54,54,54,54.0,54.0,0,0,0,0,432000,432000,2,0,0,0,0,0,0,0,0,21372,28,0,0
192.168.1.33,43624,192.168.1.152,21,6,1.0,60,1,40,1,22,2,20,0,0,0,0,0,60,40,40,60,60.0,40.0,0,0,0,0,480000,320000,2,0,0,0,0,29200,0,0,0,0,0,0,0
192.168.1.38,46458,192.168.1.184,443,6,91.0,328,6,224,4,19,18,19,4294764,203,203,64,64,60,52,52,60,328.0,224.0,0,0,0,0,8000,8000,10,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,62987,192.168.1.195,8832,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,40792,192.168.1.152,57511,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.39,45416,52.28.231.150,80,6,7.178,3762,9,1936,6,27,27,27,0,0,0,64,64,1500,52,52,1500,3762.0,1936.0,0,0,0,0,30096000,15488000,10,1,1,0,3,29200,26847,0,0,0,0,0,0
192.168.1.30,41857,192.168.1.195,21342,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,36388,192.168.1.184,443,6,91.0,276,5,172,3,19,18,19,4294529,438,438,64,64,60,52,52,60,164112.0,11260.0,0,0,0,0,16000,8000,8,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.34,39405,192.168.1.180,1031,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
